anio,semana,consecutivo,clave_incendio,tipo_atencion,ifae,longitud_grados,longitud_minutos,longitud_segundos,latitud_grados,latitud_minutos,latitud_segundos,cve_municipio,entidad,municipio,predio_paraje,posible_causa,posible_causa_especifica,fecha_inicio,fecha_liquidacion,categoria_duracion_dias,deteccion,llegada,duracion,tipo_incendio,tipo_vegetacion,zona_bioclimatica,regimen_fuego,clasf_primer_orden,arbolado_adulto,renuevo,arbustivo,herbaceo,hojarasca,total_ha,clasificacion_sup_afectada,area_natural_protegida,ha_anp,categoria_anp,tipo_anp,combatiente_oficial,combatiente_rural_estatal,combatiente_rural_municipal,servicios_ambientales,proteccion_forestal,combatiente_rural_nucleo_agrario,conafor_otros,conanp_oficiales,conanp_otros,sedena,semar,guardia_nacional,otras_instancias_federales,gob_estatal,pc_estatal,gob_municipal,pc_municipal,voluntarios,propietarios,ongs,silvicultores,sector_privado,ap_forestal,total_combatientes,costo_estimado_incendio,ala_fija,helicoptero,cantidad,instancias_equipo_aereo,dron,intermunicipal,intermunicipal1,interestatal,interestatal1,clave_interestatal,crmf
2025,4,1,25-01-0001,Combate,Incendio Forestal,102,11,10.28,21,50,48.55,1,Aguascalientes,Aguascalientes,Ejido Calvillo,Desconocidas,Desconocidas,2025-01-18,2025-01-18,1 Día,00:17:00,00:30:00,03:45:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,1.5997,3.7324,0.0,5.3321,0 a 5 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1590.0,0,0,0,0,0,0,,0,,0,Occidente
2025,4,2,25-01-0002,Combate,Incendio Forestal,102,16,6.56,21,53,11.6,1,Aguascalientes,Aguascalientes,La Pona,Intencional,Vandalismo,2025-01-21,2025-01-21,1 Día,00:20:00,00:25:00,01:25:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,0.3767,0.8791,0.0,1.2558,0 a 5 Hectáreas,La Pona,0.0381,Zona de Preservación Ecológica,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1194.0,0,0,0,0,0,0,,0,,0,Occidente
2025,5,3,25-01-0003,Combate,Incendio Forestal,102,29,14.68,21,55,19.72,5,Aguascalientes,Jesús María,Ejido Gracias a Dios,Desconocidas,Desconocidas,2025-01-24,2025-01-24,1 Día,00:17:00,00:25:00,02:36:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,2.8498,6.6498,0.0,9.4996,6 a 10 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,11,2410.0,0,0,0,0,0,0,,0,,0,Occidente
2025,6,4,25-01-0004,Combate,Incendio Forestal,102,25,17.01,21,47,8.75,1,Aguascalientes,Aguascalientes,Cabecita Tres Marías,Actividades agrícolas,Quema para preparación de siembra,2025-02-01,2025-02-01,1 Día,00:20:00,00:45:00,04:45:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,9.5281,28.5844,0.0,38.1125,21 a 50 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,2246.0,0,0,0,0,0,0,,0,,0,Occidente
2025,6,5,25-01-0005,Combate,Incendio Forestal,101,58,27.2,22,2,53.84,2,Aguascalientes,Asientos,Pilotos,Desconocidas,Desconocidas,2025-02-03,2025-02-03,1 Día,00:40:00,01:40:00,04:50:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,5.6878,22.7517,0.0,28.4395,21 a 50 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1512.0,0,0,0,0,0,0,,0,,0,Occidente
2025,6,6,25-01-0006,Combate,Incendio Forestal,102,15,33.81,21,49,50.23,1,Aguascalientes,Aguascalientes,Bosque de cobos,Desconocidas,Desconocidas,2025-02-05,2025-02-05,1 Día,00:34:00,01:04:00,03:34:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,3.7791,8.8418,0.0,12.6209,11 a 20 Hectáreas,Cobos,1.5184,Zona de Conservación Ecológica de los Centros de Población,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,7,1474.0,0,0,0,0,0,0,,0,,0,Occidente
2025,6,7,25-01-0007,Combate,Incendio Forestal,102,0,40.4,22,3,30.4,2,Aguascalientes,Asientos,El Águila,Desconocidas,Desconocidas,2025-02-06,2025-02-06,1 Día,00:40:00,01:15:00,02:30:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,0.0,2.0737,0.0,2.0737,0 a 5 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,1690.0,0,0,0,0,0,0,,0,,0,Occidente
2025,6,8,25-01-0008,Combate,Incendio Forestal,102,14,51.95,21,44,40.73,1,Aguascalientes,Aguascalientes,Cotorina,Desconocidas,Desconocidas,2025-02-06,2025-02-06,1 Día,01:32:00,01:55:00,08:20:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,27.2883,109.1534,0.0,136.4417,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1734.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,9,25-01-0009,Combate,Incendio Forestal,102,13,23.38,21,51,53.19,1,Aguascalientes,Aguascalientes,El Soyatal,Desconocidas,Desconocidas,2025-02-05,2025-02-08,4 a 7 Días,72:20:00,72:35:00,78:00:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Moderado,0.0,0.0,59.7855,39.8568,0.0,99.6423,51 a 100 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1324.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,10,25-01-0010,Combate,Incendio Forestal,102,28,28.2,21,54,45.28,5,Aguascalientes,Jesús María,Ejido Buena Vista,Desconocidas,Desconocidas,2025-02-09,2025-02-09,1 Día,00:46:00,01:26:00,08:29:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,39.1352,352.4185,0.0,391.5537,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,50,0,0,0,0,67,12853.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,11,25-01-0011,Combate,Incendio Forestal,102,5,46.04,22,14,14.62,2,Aguascalientes,Asientos,Asientos,Desconocidas,Desconocidas,2025-02-10,2025-02-10,1 Día,00:20:00,00:40:00,02:45:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,1.0606,0.3536,0.0,1.4142,0 a 5 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,2383.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,12,25-01-0012,Combate,Incendio Forestal,102,22,10.99,22,1,26.02,5,Aguascalientes,Jesús María,El Gavilán,Desconocidas,Desconocidas,2025-02-11,2025-02-12,2 a 3 Días,00:40:00,02:50:00,27:55:00,Superficial,Bosque de Encino,Cálida subhúmeda,Dependiente,Impacto Mínimo,1.9184,0.0,3.8369,32.6136,0.0,38.3689,21 a 50 Hectáreas,1-N/A,0.0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,14,12,1,0,0,0,0,0,55,25057.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,13,25-01-0013,Combate,Incendio Forestal,102,12,50.61,21,52,31.02,1,Aguascalientes,Aguascalientes,El Zoyatal,Desconocidas,Desconocidas,2025-02-12,2025-02-12,1 Día,00:48:00,01:02:00,02:32:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,6.8842,2.2947,0.0,9.1789,6 a 10 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1720.0,0,0,0,0,0,0,,0,,0,Occidente
2025,7,14,25-01-0014,Combate,Incendio Forestal,102,20,35.13,22,7,9.74,6,Aguascalientes,Pabellón de Arteaga,Santiago,Desconocidas,Desconocidas,2025-02-13,2025-02-13,1 Día,00:40:00,01:20:00,07:05:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Moderado,1.7048,0.0,25.5746,6.8193,0.0,34.0987,21 a 50 Hectáreas,Barranca de Santiago y Garabato,31.008,Monumento Natural,Municipal,8,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,4,0,0,0,0,0,0,27,14789.5,0,0,0,0,0,0,,0,,0,Occidente
2025,7,15,25-01-0015,Combate,Incendio Forestal,102,16,5.2,21,53,21.4,1,Aguascalientes,Aguascalientes,La Pona ANP,Intencional,Vandalismo,2025-02-12,2025-02-13,2 a 3 Días,00:10:00,00:30:00,25:40:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,0.0,3.7039,0.0,3.7039,0 a 5 Hectáreas,La Pona,0.9826,Zona de Preservación Ecológica,Municipal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1319.0,0,0,0,0,0,0,,0,,0,Occidente
2025,8,16,25-01-0016,Combate,Incendio Forestal,102,14,47.86,22,1,1.13,11,Aguascalientes,San Francisco de los Romo,Ejido Chicalote,Desconocidas,Desconocidas,2025-02-16,2025-02-16,1 Día,00:40:00,01:15:00,05:50:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,3.0059,22.5444,4.5088,30.0591,21 a 50 Hectáreas,1-N/A,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,17,10059.5,0,0,0,0,0,0,,0,,0,Occidente
2025,6,17,25-01-0017,Combate,Incendio Forestal,102,13,43.39,21,45,23.85,1,Aguascalientes,Aguascalientes,El Zapote,Desconocidas,Desconocidas,2025-02-05,2025-02-05,1 Día,00:20:00,00:40:00,04:30:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,10.1253,30.376,0.0,40.5013,21 a 50 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,0,0,0,10,6262.5,0,0,0,0,0,0,,0,,0,Occidente
2025,9,18,25-01-0018,Combate,Incendio Forestal,102,21,44.0,22,6,4.09,6,Aguascalientes,Pabellón de Arteaga,Barranca de Santiago,Desconocidas,Desconocidas,2025-02-24,2025-02-25,2 a 3 Días,00:30:00,01:30:00,31:30:00,Superficial,Selva Baja Caducifolia,Cálida subhúmeda,Sensible,Impacto Mínimo,0.0,0.0,24.0949,113.3883,4.252,141.7352,Mayor a 100 Hectáreas,Barranca de Santiago y Garabato,141.7352,Monumento Natural,Municipal,15,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,21,18,0,0,0,0,0,65,22899.5,0,0,0,0,0,0,,0,,0,Occidente
2025,9,19,25-01-0019,Combate,Incendio Forestal,102,15,1.4,21,45,28.01,1,Aguascalientes,Aguascalientes,Coyotes,Desconocidas,Desconocidas,2025-02-25,2025-02-26,2 a 3 Días,01:20:00,02:00:00,25:04:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,27.0925,165.7947,33.1589,226.0461,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,14,0,0,0,0,0,0,0,0,14,0,12,0,4,0,10,0,5,0,0,0,0,0,59,31519.0,0,0,0,0,0,0,,0,,0,Occidente
2025,9,20,25-01-0020,Combate,Incendio Forestal,102,5,5.29,22,15,58.96,2,Aguascalientes,Asientos,El Sotelo,Actividades agrícolas,Quema para desmontar,2025-02-27,2025-02-27,1 Día,00:40:00,01:10:00,06:40:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Moderado,0.0,0.0,29.0592,43.5888,0.0,72.648,51 a 100 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,11,2012.5,0,0,0,0,0,0,,0,,0,Occidente
2025,10,21,25-01-0021,Combate,Incendio Forestal,102,27,5.22,21,55,36.1,5,Aguascalientes,Jesús María,Gracias a Dios,Desconocidas,Desconocidas,2025-03-03,2025-03-04,2 a 3 Días,00:10:00,00:40:00,25:25:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,16.7996,0.0,55.9986,447.9896,39.1992,559.987,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,10,0,5,0,3,20,0,0,0,0,60,23924.5,0,0,0,0,0,0,,0,,0,Occidente
2025,10,22,25-01-0022,Combate,Incendio Forestal,102,15,36.89,21,49,46.84,1,Aguascalientes,Aguascalientes,Cobos,Desconocidas,Desconocidas,2025-03-03,2025-03-05,2 a 3 Días,00:10:00,00:25:00,50:30:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,71.7428,207.2571,31.8857,310.8856,Mayor a 100 Hectáreas,Cobos,56.2342,Zona de Conservación Ecológica de los Centros de Población,Municipal,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,34,17729.0,0,0,0,0,0,0,,0,,0,Occidente
2025,11,23,25-01-0023,Combate,Incendio Forestal,102,16,54.18,21,43,6.78,1,Aguascalientes,Aguascalientes,Ex Hacienda de Peñuelas,Desconocidas,Desconocidas,2025-03-08,2025-03-08,1 Día,00:10:00,00:10:00,03:45:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,5.1128,15.3385,0.0,20.4513,11 a 20 Hectáreas,Ex Hacienda de Peñuelas,20.3612,Área de Gestión de Hábitat de Especies,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,3728.0,0,0,0,0,0,0,,0,,0,Occidente
2025,11,24,25-01-0024,Combate,Incendio Forestal,102,13,44.59,21,58,47.23,11,Aguascalientes,San Francisco de los Romo,Ejido Margaritas,Desconocidas,Desconocidas,2025-03-08,2025-03-10,2 a 3 Días,00:46:00,01:10:00,50:10:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,133.2026,199.8038,0.0,333.0064,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,5918.5,0,0,0,0,0,0,,0,,0,Occidente
2025,11,25,25-01-0025,Combate,Incendio Forestal,102,15,53.37,21,41,47.42,1,Aguascalientes,Aguascalientes,Ejido Peñuelas,Desconocidas,Desconocidas,2025-03-08,2025-03-09,2 a 3 Días,00:15:00,02:00:00,25:50:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,8.0896,24.2688,0.0,32.3584,21 a 50 Hectáreas,El Tecolote,16.2309,Área de Gestión de Hábitat de Especies,Estatal,6,0,0,0,0,0,0,0,0,4,0,0,0,5,4,3,0,0,0,0,0,0,0,22,13427.0,0,0,0,0,0,0,,0,,0,Occidente
2025,11,26,25-01-0026,Combate,Incendio Forestal,102,20,26.29,22,13,25.42,7,Aguascalientes,Rincón de Romos,Cerro del Colomo,Desconocidas,Desconocidas,2025-03-11,2025-03-12,2 a 3 Días,01:00:00,01:15:00,25:00:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,16.3119,130.4964,16.312,163.1203,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,13,7570.5,0,0,0,0,0,0,,0,,0,Occidente
2025,11,27,25-01-0027,Combate,Incendio Forestal,102,23,13.44,21,48,48.7,1,Aguascalientes,Aguascalientes,El Niagara,Desconocidas,Desconocidas,2025-03-12,2025-03-12,1 Día,00:40:00,00:55:00,07:47:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,33.1941,99.582,0.0,132.7761,Mayor a 100 Hectáreas,Cerro del Muerto,9.2102,Monumento Natural,Estatal,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,5,0,0,0,0,0,25,12045.0,0,0,0,0,0,0,,0,,0,Occidente
2025,11,28,25-01-0028,Combate,Incendio Forestal,102,8,46.92,22,8,20.16,2,Aguascalientes,Asientos,Ejido Clavellinas,Desconocidas,Desconocidas,2025-03-13,2025-03-13,1 Día,00:25:00,00:45:00,02:40:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,9.627,3.209,0.0,12.836,11 a 20 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,1851.0,0,0,0,0,0,0,,0,,0,Occidente
2025,11,29,25-01-0029,Combate,Incendio Forestal,101,56,17.57,21,59,12.82,10,Aguascalientes,El Llano,El Puertecito,Desconocidas,Desconocidas,2025-03-11,2025-03-11,1 Día,00:10:00,00:35:00,03:20:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,5.0859,20.3433,0.0,25.4292,21 a 50 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,14,1946.5,0,0,0,0,0,0,,0,,0,Occidente
2025,12,30,25-01-0030,Combate,Incendio Forestal,102,20,2.15,22,13,13.73,7,Aguascalientes,Rincón de Romos,Presa San Elias,Desconocidas,Desconocidas,2025-03-17,2025-03-17,1 Día,00:20:00,00:35:00,04:35:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,1.7833,4.1612,0.0,5.9445,0 a 5 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1454.0,0,0,0,0,0,0,,0,,0,Occidente
2025,12,31,25-01-0031,Combate,Incendio Forestal,102,9,32.11,22,12,41.4,9,Aguascalientes,Tepezalá,San Pedro del Cobre,Desconocidas,Desconocidas,2025-03-17,2025-03-18,2 a 3 Días,00:48:00,01:00:00,22:01:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,14.0501,26.0932,0.0,40.1433,21 a 50 Hectáreas,1-N/A,0.0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,9072.5,0,0,0,0,0,0,,0,,0,Occidente
2025,12,32,25-01-0032,Combate,Incendio Forestal,102,20,48.0,22,5,24.94,6,Aguascalientes,Pabellón de Arteaga,Ejido Emiliano Zapata,Desconocidas,Desconocidas,2025-03-19,2025-03-19,1 Día,00:15:00,01:00:00,06:15:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,5.1104,6.2461,0.0,11.3565,11 a 20 Hectáreas,Barranca de Santiago y Garabato,8.1387,Monumento Natural,Municipal,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,24,9916.5,0,0,0,0,0,0,,0,,0,Occidente
2025,13,33,25-01-0033,Combate,Incendio Forestal,102,10,59.08,22,3,12.52,11,Aguascalientes,San Francisco de los Romo,Ejido El Tepetate,Desconocidas,Desconocidas,2025-03-23,2025-03-23,1 Día,00:15:00,00:30:00,04:25:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,1.2495,2.9155,0.0,4.165,0 a 5 Hectáreas,1-N/A,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,3872.0,0,0,0,0,0,0,,0,,0,Occidente
2025,9,34,25-01-0034,Combate,Incendio Interestatal,101,57,33.66,22,6,10.39,2,Aguascalientes,Asientos,Pilotos,Desconocidas,Desconocidas,2025-02-25,2025-02-25,1 Día,01:30:00,02:30:00,05:35:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,9.4855,28.4567,0.0,37.9422,21 a 50 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,9,2128.5,0,0,0,0,0,0,,Zacatecas,,25-32-0012,Occidente
2025,8,35,25-01-0035,Monitoreo,Incendio Forestal,102,16,47.21,21,43,21.09,1,Aguascalientes,Aguascalientes,Ex Hacienda de Peñuelas,Desconocidas,Desconocidas,2025-02-15,2025-02-15,1 Día,03:53:00,00:00:00,03:53:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Mínimo,0.0,0.0,5.8595,1.953,0.0,7.8125,6 a 10 Hectáreas,Ex Hacienda de Peñuelas,7.4428,Área de Gestión de Hábitat de Especies,Estatal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,,0,,0,Occidente
2025,13,36,25-01-0036,Combate,Incendio Forestal,102,20,30.94,22,1,51.11,5,Aguascalientes,Jesús María,Valladolid,Desconocidas,Desconocidas,2025-03-26,2025-03-26,1 Día,00:30:00,00:45:00,06:35:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,17.8653,33.1783,0.0,51.0436,51 a 100 Hectáreas,1-N/A,0.0,0,0,9,0,0,0,0,0,0,0,0,13,0,13,0,11,0,0,10,5,0,0,0,0,0,61,32436.0,0,0,0,0,0,Pabellón de Arteaga,,0,,0,Occidente
2025,13,37,25-01-0037,Combate,Incendio Forestal,102,32,6.18,21,49,39.93,5,Aguascalientes,Jesús María,Huijolotes,Desconocidas,Desconocidas,2025-03-26,2025-03-26,1 Día,00:10:00,00:30:00,05:20:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.8861,0.0,2.6587,14.1796,0.0,17.7244,11 a 20 Hectáreas,C.A.D.N.R. 043 Estado de Nayarit,17.2637,Área de Protección de los Recursos Naturales,Federal,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,10,0,0,0,0,0,17,4637.0,0,0,0,0,0,0,,0,,0,Occidente
2025,14,38,25-01-0038,Combate,Incendio Forestal,102,4,56.28,22,16,38.14,2,Aguascalientes,Asientos,Asientos,Desconocidas,Desconocidas,2025-03-28,2025-03-28,1 Día,00:45:00,01:37:00,05:37:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Moderado,0.0,0.0,36.9663,55.4495,0.0,92.4158,51 a 100 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,11,4356.0,0,0,0,0,0,0,,0,,0,Occidente
2025,14,39,25-01-0039,Combate,Incendio Forestal,102,11,29.11,21,54,50.63,1,Aguascalientes,Aguascalientes,Ejido El Colorado,Desconocidas,Desconocidas,2025-03-30,2025-04-03,4 a 7 Días,00:53:00,01:10:00,105:45:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,106.4372,425.7501,0.0,532.1873,Mayor a 100 Hectáreas,1-N/A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,3530.0,0,0,0,0,0,El Llano,,0,,0,Occidente
2025,14,40,25-01-0040,Combate,Incendio Forestal,102,22,26.45,22,0,8.05,5,Aguascalientes,Jesús María,El Chichimeco,Desconocidas,Desconocidas,2025-03-29,2025-03-30,2 a 3 Días,24:20:00,24:55:00,31:25:00,Superficial,Selva Baja Caducifolia,Cálida subhúmeda,Sensible,Impacto Mínimo,0.0,0.0,7.5818,15.1637,2.5272,25.2727,21 a 50 Hectáreas,1-N/A,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,0,4,0,0,0,0,16,6567.0,0,0,0,0,0,0,,0,,0,Occidente
2025,14,41,25-01-0041,Combate,Incendio Forestal,102,15,12.78,21,40,25.47,1,Aguascalientes,Aguascalientes,El Tecolote,Desconocidas,Desconocidas,2025-03-31,2025-04-01,2 a 3 Días,00:32:00,01:25:00,27:00:00,Superficial,Pastizal Natural,Templada semiárida,Dependiente,Impacto Moderado,0.0,0.0,49.7529,149.259,0.0,199.0119,Mayor a 100 Hectáreas,El Tecolote,25.0535,Área de Gestión de Hábitat de Especies,Estatal,18,0,0,0,0,0,0,0,0,14,0,0,0,19,1,0,0,0,0,0,0,0,0,52,31129.5,0,0,0,0,0,0,,0,,0,Occidente
2025,14,42,25-01-0042,Combate,Incendio Forestal,102,15,2.13,21,48,55.84,1,Aguascalientes,Aguascalientes,ANP Cobos-Parga,Actividades agrícolas,Quema para desmontar,2025-04-02,2025-04-02,1 Día,00:15:00,00:35:00,06:45:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Moderado,0.0,0.0,52.9622,22.6981,0.0,75.6603,51 a 100 Hectáreas,Bosque de Cobos-Parga,72.5422,Área de Gestión de Hábitat de Especies,Estatal,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,0,0,0,0,0,22,9474.5,0,0,0,0,0,0,,0,,0,Occidente
2025,15,43,25-01-0043,Combate,Incendio Forestal,102,20,55.31,22,7,18.0,6,Aguascalientes,Pabellón de Arteaga,Barranca de Santiago,Desconocidas,Desconocidas,2025-04-03,2025-04-04,2 a 3 Días,00:20:00,00:35:00,22:20:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,7.9509,9.7178,0.0,17.6687,11 a 20 Hectáreas,Barranca de Santiago y Garabato,17.6687,Monumento Natural,Municipal,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,18,7780.5,0,0,0,0,0,0,,0,,0,Occidente
2025,15,44,25-01-0044,Combate,Incendio Forestal,102,11,56.85,22,5,39.57,6,Aguascalientes,Pabellón de Arteaga,El Mezquite,Desconocidas,Desconocidas,2025-04-04,2025-04-04,1 Día,00:40:00,01:20:00,09:10:00,Superficial,Matorral Crasicaule,Cálida semiárida,Sensible,Impacto Mínimo,0.0,0.0,19.8336,36.8339,0.0,56.6675,51 a 100 Hectáreas,El Mezquite,53.8109,Refugio de Flora y Fauna,Municipal,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,11,4216.0,0,0,0,0,0,Asientos,,0,,0,Occidente
